episode_id,failure_mode,service,elapsed_s,timestamp,p50_latency_ms,p99_latency_ms,heap_mb,gc_pause_ms,error_rate,cache_miss_rate,db_p99_ms,cpu_pct
ep_00003_NONE,NONE,auth-service,212,1700216642,93.1,86.8,553.4,40.0,0.0215,0.01,35.0,33.7
ep_00003_NONE,NONE,auth-service,214,1700218642,90.3,89.8,505.1,2.0,0.0202,0.0388,11.8,38.4
ep_00003_NONE,NONE,auth-service,216,1700220642,92.6,94.4,504.2,2.0,0.0134,0.0207,22.8,34.6
ep_00003_NONE,NONE,auth-service,218,1700222642,78.8,98.9,511.8,5.61,0.0075,0.01,20.2,28.1
ep_00003_NONE,NONE,auth-service,220,1700224642,88.6,103.4,503.3,6.02,0.0026,0.1142,14.8,41.8
ep_00003_NONE,NONE,auth-service,222,1700226642,89.7,101.4,458.5,2.82,0.0075,0.01,21.3,34.0
ep_00003_NONE,NONE,auth-service,224,1700228642,102.3,98.4,516.1,15.46,0.0158,0.01,20.3,43.6
ep_00003_NONE,NONE,auth-service,226,1700230642,103.0,94.9,502.9,4.53,0.0149,0.01,21.8,33.1
ep_00003_NONE,NONE,auth-service,228,1700232642,97.2,107.9,531.4,17.42,0.0155,0.0148,24.9,36.2
ep_00003_NONE,NONE,auth-service,230,1700234642,91.3,85.0,477.2,9.25,0.0084,0.0704,33.7,38.3
ep_00003_NONE,NONE,auth-service,232,1700236642,83.9,87.3,532.2,3.44,0.0031,0.01,39.2,41.3
ep_00003_NONE,NONE,auth-service,234,1700238642,101.6,123.0,527.2,3.04,0.0161,0.12,22.7,34.3
ep_00003_NONE,NONE,auth-service,236,1700240642,74.6,80.4,489.1,9.41,0.0105,0.0392,27.9,39.6
ep_00003_NONE,NONE,auth-service,238,1700242642,93.0,107.7,465.1,5.16,0.0059,0.01,18.7,33.4
ep_00004_NONE,NONE,payment-service,0,1700060597,95.2,101.8,533.1,5.01,0.0072,0.0605,18.6,34.4
ep_00004_NONE,NONE,payment-service,2,1700062597,88.1,90.5,508.7,32.93,0.0015,0.0359,18.0,28.8
ep_00004_NONE,NONE,payment-service,4,1700064597,84.4,107.5,541.7,6.17,0.0055,0.0235,17.6,35.8
ep_00004_NONE,NONE,payment-service,6,1700066597,93.3,93.6,504.7,2.19,0.0103,0.0337,16.7,32.4
ep_00004_NONE,NONE,payment-service,8,1700068597,88.1,93.6,491.8,2.21,0.0147,0.01,19.7,38.1
ep_00004_NONE,NONE,payment-service,10,1700070597,85.0,70.0,490.4,10.54,0.0084,0.0274,19.3,29.6
ep_00004_NONE,NONE,payment-service,12,1700072597,89.1,100.1,507.0,5.03,0.0049,0.0361,18.2,36.0
ep_00004_NONE,NONE,payment-service,14,1700074597,96.0,102.0,523.1,2.0,0.0054,0.023,12.2,39.1
ep_00004_NONE,NONE,payment-service,16,1700076597,86.2,86.6,490.1,2.0,0.0209,0.0326,8.9,34.5
ep_00004_NONE,NONE,payment-service,18,1700078597,84.2,92.4,503.6,2.14,0.0078,0.0262,41.7,33.0
ep_00004_NONE,NONE,payment-service,20,1700080597,94.4,112.7,523.6,10.58,0.0023,0.0435,34.7,33.8
ep_00004_NONE,NONE,payment-service,22,1700082597,86.0,84.1,506.2,2.0,0.0068,0.0149,20.1,32.5
ep_00004_NONE,NONE,payment-service,24,1700084597,87.3,103.0,542.0,2.0,0.0064,0.044,11.3,34.8
ep_00004_NONE,NONE,payment-service,26,1700086597,102.1,106.2,500.3,13.41,0.0108,0.0574,19.5,33.3
ep_00004_NONE,NONE,payment-service,28,1700088597,79.0,101.0,525.5,10.51,0.0178,0.1105,23.5,36.6
ep_00004_NONE,NONE,payment-service,30,1700090597,87.5,101.6,511.7,37.73,0.0144,0.01,14.0,43.7
ep_00004_NONE,NONE,payment-service,32,1700092597,87.6,108.8,504.9,9.52,0.0238,0.0199,18.6,29.2
ep_00004_NONE,NONE,payment-service,34,1700094597,98.7,87.3,510.1,32.58,0.0228,0.0515,11.8,31.8
ep_00004_NONE,NONE,payment-service,36,1700096597,78.4,88.8,526.9,7.59,0.0108,0.0932,31.7,32.6
ep_00004_NONE,NONE,payment-service,38,1700098597,98.4,93.8,524.2,2.0,0.0061,0.0114,20.4,29.6
ep_00004_NONE,NONE,payment-service,40,1700100597,92.0,95.4,501.2,2.0,0.0093,0.0436,28.5,25.1
ep_00004_NONE,NONE,payment-service,42,1700102597,88.1,97.1,530.4,15.67,0.0109,0.0151,25.1,34.7
ep_00004_NONE,NONE,payment-service,44,1700104597,87.4,101.3,506.0,4.76,0.0193,0.0445,20.2,30.0
ep_00004_NONE,NONE,payment-service,46,1700106597,103.2,117.4,521.6,5.75,0.0025,0.1139,24.4,27.8
ep_00004_NONE,NONE,payment-service,48,1700108597,98.7,94.0,535.2,5.55,0.0071,0.049,12.0,33.8
ep_00004_NONE,NONE,payment-service,50,1700110597,96.4,91.2,507.5,2.0,0.0076,0.0304,26.6,34.5
ep_00004_NONE,NONE,payment-service,52,1700112597,81.7,80.4,490.7,2.57,0.0047,0.0161,40.4,38.2
ep_00004_NONE,NONE,payment-service,54,1700114597,85.3,101.9,554.8,18.22,0.0041,0.0779,18.9,40.2
ep_00004_NONE,NONE,payment-service,56,1700116597,89.8,85.2,485.0,4.68,0.0048,0.0202,17.6,31.4
ep_00004_NONE,NONE,payment-service,58,1700118597,85.6,93.1,510.2,6.53,0.0009,0.038,30.4,38.8
ep_00004_NONE,NONE,payment-service,60,1700120597,103.7,113.5,531.0,9.65,0.0073,0.12,33.7,33.9
ep_00004_NONE,NONE,payment-service,62,1700122597,101.6,82.6,559.9,2.0,0.0106,0.0254,23.6,44.8
ep_00004_NONE,NONE,payment-service,64,1700124597,77.3,111.1,500.8,4.61,0.0026,0.12,17.1,36.7
ep_00004_NONE,NONE,payment-service,66,1700126597,87.8,95.3,525.9,9.33,0.0065,0.12,18.9,31.2
ep_00004_NONE,NONE,payment-service,68,1700128597,95.7,78.9,480.4,3.7,0.0076,0.0222,31.3,37.4
ep_00004_NONE,NONE,payment-service,70,1700130597,83.5,95.9,514.5,10.03,0.0056,0.0225,19.0,43.4
ep_00004_NONE,NONE,payment-service,72,1700132597,80.3,100.6,495.6,16.52,0.0023,0.024,23.8,38.6
ep_00004_NONE,NONE,payment-service,74,1700134597,92.2,105.0,522.4,14.07,0.0114,0.1172,20.2,40.3
ep_00004_NONE,NONE,payment-service,76,1700136597,84.5,101.3,506.9,4.62,0.0134,0.0267,18.0,35.2
ep_00004_NONE,NONE,payment-service,78,1700138597,99.4,72.2,523.8,2.22,0.0034,0.0876,19.6,31.5
ep_00004_NONE,NONE,payment-service,80,1700140597,84.9,103.4,511.2,29.22,0.0016,0.0187,19.1,36.9
ep_00004_NONE,NONE,payment-service,82,1700142597,98.3,93.1,509.3,19.4,0.0104,0.01,12.8,34.4
ep_00004_NONE,NONE,payment-service,84,1700144597,91.6,83.6,504.8,2.0,0.0145,0.0328,15.8,31.1
ep_00004_NONE,NONE,payment-service,86,1700146597,85.7,95.2,515.0,11.63,0.005,0.01,15.3,39.5
ep_00004_NONE,NONE,payment-service,88,1700148597,88.3,90.6,544.2,7.11,0.0168,0.0336,25.9,36.1
ep_00004_NONE,NONE,payment-service,90,1700150597,92.0,96.4,487.0,3.77,0.0096,0.01,13.3,44.0
ep_00004_NONE,NONE,payment-service,92,1700152597,86.1,110.4,539.7,15.9,0.0076,0.0664,21.4,38.0
ep_00004_NONE,NONE,payment-service,94,1700154597,85.0,102.1,493.9,14.9,0.005,0.0341,19.0,29.9
ep_00004_NONE,NONE,payment-service,96,1700156597,96.7,103.5,526.8,7.25,0.0094,0.0266,18.4,29.4
ep_00004_NONE,NONE,payment-service,98,1700158597,91.4,90.8,492.9,6.98,0.0018,0.0147,19.0,31.1
ep_00004_NONE,NONE,payment-service,100,1700160597,90.9,82.4,522.8,29.29,0.0146,0.0597,33.1,35.2
ep_00004_NONE,NONE,payment-service,102,1700162597,82.5,99.2,465.2,20.12,0.0114,0.0421,15.0,34.5
ep_00004_NONE,NONE,payment-service,104,1700164597,90.8,91.9,545.5,9.33,0.0206,0.0167,22.8,32.3
ep_00004_NONE,NONE,payment-service,106,1700166597,94.9,113.6,521.4,5.68,0.013,0.0587,16.1,40.8
ep_00004_NONE,NONE,payment-service,108,1700168597,82.4,90.5,537.0,2.0,0.0018,0.01,15.6,34.0
ep_00004_NONE,NONE,payment-service,110,1700170597,93.1,86.4,517.4,6.66,0.0068,0.0783,19.8,32.8
ep_00004_NONE,NONE,payment-service,112,1700172597,87.8,86.4,544.6,17.16,0.0096,0.026,9.3,29.4
ep_00004_NONE,NONE,payment-service,114,1700174597,101.7,103.3,538.4,8.27,0.0145,0.0155,36.3,34.2
ep_00004_NONE,NONE,payment-service,116,1700176597,100.7,112.0,491.5,8.68,0.0032,0.0302,29.5,33.3
ep_00004_NONE,NONE,payment-service,118,1700178597,94.3,101.2,539.4,4.93,0.0008,0.0265,24.6,32.2
ep_00004_NONE,NONE,payment-service,120,1700180597,86.7,90.4,536.7,2.0,0.0086,0.0106,13.3,30.6
ep_00004_NONE,NONE,payment-service,122,1700182597,75.0,81.5,506.9,40.0,0.0044,0.0604,13.2,34.5
ep_00004_NONE,NONE,payment-service,124,1700184597,80.1,93.9,497.1,2.0,0.0028,0.0608,21.2,42.7
ep_00004_NONE,NONE,payment-service,126,1700186597,78.1,85.9,568.1,7.48,0.0014,0.0382,26.5,26.2
ep_00004_NONE,NONE,payment-service,128,1700188597,79.4,92.7,497.0,8.6,0.0026,0.0123,23.3,33.3
ep_00004_NONE,NONE,payment-service,130,1700190597,88.7,105.5,497.6,4.69,0.0229,0.01,28.6,30.7
ep_00004_NONE,NONE,payment-service,132,1700192597,89.1,105.9,516.2,3.44,0.0212,0.0458,22.2,42.3
ep_00004_NONE,NONE,payment-service,134,1700194597,85.4,88.6,511.0,2.0,0.0078,0.01,25.8,35.7
ep_00004_NONE,NONE,payment-service,136,1700196597,96.3,96.9,519.5,5.14,0.0047,0.01,26.8,34.4
ep_00004_NONE,NONE,payment-service,138,1700198597,90.9,64.8,504.2,19.03,0.0119,0.12,11.5,29.6
ep_00004_NONE,NONE,payment-service,140,1700200597,102.1,92.3,516.4,6.31,0.0015,0.01,16.2,25.8
ep_00004_NONE,NONE,payment-service,142,1700202597,97.8,82.9,518.0,10.75,0.0153,0.0381,22.5,37.2
ep_00004_NONE,NONE,payment-service,144,1700204597,93.8,89.8,541.8,2.98,0.0101,0.12,22.8,37.3
ep_00004_NONE,NONE,payment-service,146,1700206597,114.9,98.3,486.0,7.58,0.0036,0.0195,18.8,38.8
ep_00004_NONE,NONE,payment-service,148,1700208597,93.8,97.8,525.7,12.23,0.0133,0.0415,22.7,32.0
ep_00004_NONE,NONE,payment-service,150,1700210597,83.5,91.5,502.2,8.47,0.0044,0.026,23.0,34.9
ep_00004_NONE,NONE,payment-service,152,1700212597,100.8,94.8,533.7,26.5,0.0124,0.0489,36.3,30.2
ep_00004_NONE,NONE,payment-service,154,1700214597,99.2,96.2,503.6,24.08,0.0027,0.0428,25.9,35.0
ep_00004_NONE,NONE,payment-service,156,1700216597,85.7,102.5,508.7,20.35,0.0266,0.0232,16.4,41.6
ep_00004_NONE,NONE,payment-service,158,1700218597,96.7,92.4,539.5,20.7,0.0066,0.01,19.0,33.5
ep_00004_NONE,NONE,payment-service,160,1700220597,98.2,76.6,504.4,14.97,0.0143,0.0538,26.0,28.3
ep_00004_NONE,NONE,payment-service,162,1700222597,72.4,108.7,509.2,40.0,0.0079,0.01,21.5,31.1
ep_00004_NONE,NONE,payment-service,164,1700224597,97.2,88.8,494.6,9.35,0.0181,0.0151,27.4,32.0
ep_00004_NONE,NONE,payment-service,166,1700226597,90.2,82.2,507.9,5.1,0.0062,0.0857,12.7,36.2
ep_00004_NONE,NONE,payment-service,168,1700228597,94.0,97.6,496.3,9.75,0.0054,0.0377,17.3,38.3
ep_00004_NONE,NONE,payment-service,170,1700230597,85.9,92.8,463.6,2.63,0.0079,0.12,27.4,42.4
ep_00004_NONE,NONE,payment-service,172,1700232597,100.5,106.2,509.9,19.47,0.0024,0.0745,31.4,38.2
ep_00004_NONE,NONE,payment-service,174,1700234597,81.3,92.1,509.4,24.1,0.0038,0.0491,16.8,37.8
ep_00004_NONE,NONE,payment-service,176,1700236597,73.6,99.4,462.6,2.23,0.0166,0.0427,20.0,36.6
ep_00004_NONE,NONE,payment-service,178,1700238597,87.7,100.3,516.5,6.96,0.0035,0.0255,21.6,34.7
ep_00004_NONE,NONE,payment-service,180,1700240597,99.8,89.6,507.2,11.8,0.0065,0.0399,19.0,34.1
ep_00004_NONE,NONE,payment-service,182,1700242597,88.2,101.0,505.3,16.91,0.0058,0.12,15.3,42.2
ep_00004_NONE,NONE,payment-service,184,1700244597,83.0,100.6,531.4,2.48,0.0021,0.054,23.1,30.3
ep_00004_NONE,NONE,payment-service,186,1700246597,82.2,102.1,499.4,25.46,0.0128,0.01,32.3,29.7
ep_00004_NONE,NONE,payment-service,188,1700248597,89.9,101.7,508.2,37.37,0.0051,0.0758,13.6,41.3
ep_00004_NONE,NONE,payment-service,190,1700250597,92.2,92.7,512.2,40.0,0.0067,0.0155,24.0,38.1
ep_00004_NONE,NONE,payment-service,192,1700252597,86.9,87.6,515.5,26.33,0.0075,0.0481,19.8,34.2
ep_00004_NONE,NONE,payment-service,194,1700254597,83.7,103.7,510.8,5.6,0.0075,0.0395,16.9,39.3
ep_00004_NONE,NONE,payment-service,196,1700256597,90.5,110.2,488.9,28.42,0.0055,0.0158,16.8,43.3
ep_00004_NONE,NONE,payment-service,198,1700258597,84.1,81.8,527.9,15.68,0.0275,0.0512,23.9,27.9
ep_00004_NONE,NONE,payment-service,200,1700260597,81.0,69.6,523.9,2.0,0.008,0.0127,39.7,34.9
ep_00004_NONE,NONE,payment-service,202,1700262597,87.2,79.0,512.3,4.94,0.0011,0.0523,16.1,32.3
ep_00004_NONE,NONE,payment-service,204,1700264597,92.8,100.9,527.4,7.15,0.0121,0.0135,17.7,41.4
ep_00004_NONE,NONE,payment-service,206,1700266597,78.6,111.4,511.6,2.38,0.0061,0.054,12.6,45.3
ep_00004_NONE,NONE,payment-service,208,1700268597,81.3,109.3,493.3,6.78,0.0117,0.0645,32.3,34.3
ep_00004_NONE,NONE,payment-service,210,1700270597,103.8,88.9,527.3,7.26,0.0032,0.01,19.7,34.5
ep_00004_NONE,NONE,payment-service,212,1700272597,111.3,80.9,500.3,34.77,0.0283,0.0407,17.5,36.0
ep_00004_NONE,NONE,payment-service,214,1700274597,75.1,96.0,496.1,2.14,0.0017,0.12,24.0,40.7
ep_00004_NONE,NONE,payment-service,216,1700276597,102.5,87.3,542.0,6.25,0.0151,0.026,20.9,37.6
ep_00004_NONE,NONE,payment-service,218,1700278597,92.4,100.4,516.1,2.81,0.0018,0.0208,25.2,24.7
ep_00004_NONE,NONE,payment-service,220,1700280597,85.8,98.6,454.1,6.01,0.0171,0.0207,20.8,31.8
ep_00004_NONE,NONE,payment-service,222,1700282597,86.7,85.5,537.5,2.0,0.0103,0.0118,24.8,28.1
ep_00004_NONE,NONE,payment-service,224,1700284597,91.6,116.4,494.6,2.0,0.0177,0.0105,18.9,34.7
ep_00004_NONE,NONE,payment-service,226,1700286597,98.3,101.1,521.1,24.95,0.0175,0.0636,16.6,33.9
ep_00004_NONE,NONE,payment-service,228,1700288597,85.7,94.8,547.6,4.09,0.0067,0.0132,9.7,30.9
ep_00004_NONE,NONE,payment-service,230,1700290597,89.1,102.3,501.7,3.04,0.0134,0.0128,26.5,32.3
ep_00004_NONE,NONE,payment-service,232,1700292597,100.0,108.2,529.2,21.57,0.0045,0.01,24.6,37.3
ep_00004_NONE,NONE,payment-service,234,1700294597,102.1,100.7,533.2,8.61,0.0165,0.0333,22.6,34.1
ep_00004_NONE,NONE,payment-service,236,1700296597,84.1,106.0,519.0,40.0,0.0072,0.0829,24.8,45.9
ep_00004_NONE,NONE,payment-service,238,1700298597,98.6,94.7,489.3,2.0,0.0063,0.0209,16.4,34.2
ep_00000_LS,LATENCY_SPIKE,payment-service,0,1700042296,89.0,100.5,516.6,2.0,0.0029,0.0292,23.8,26.9
ep_00000_LS,LATENCY_SPIKE,payment-service,2,1700044296,76.4,98.7,486.1,11.53,0.011,0.0529,29.4,29.8
ep_00000_LS,LATENCY_SPIKE,payment-service,4,1700046296,93.3,82.1,509.0,2.0,0.0029,0.0728,34.2,38.0
ep_00000_LS,LATENCY_SPIKE,payment-service,6,1700048296,90.8,88.3,503.6,28.77,0.0114,0.0266,21.5,37.9
ep_00000_LS,LATENCY_SPIKE,payment-service,8,1700050296,101.8,99.0,516.0,5.83,0.0092,0.12,21.2,29.1
ep_00000_LS,LATENCY_SPIKE,payment-service,10,1700052296,85.8,279.6,515.1,181.94,0.0357,0.01,24.5,37.9
ep_00000_LS,LATENCY_SPIKE,payment-service,12,1700054296,87.5,106.3,521.2,11.09,0.0033,0.01,19.0,48.8
ep_00000_LS,LATENCY_SPIKE,payment-service,14,1700056296,93.8,88.5,528.8,7.19,0.0074,0.106,18.5,30.0
ep_00000_LS,LATENCY_SPIKE,payment-service,16,1700058296,92.5,100.7,503.2,34.35,0.0024,0.0676,20.8,40.6
ep_00000_LS,LATENCY_SPIKE,payment-service,18,1700060296,95.6,100.3,521.6,8.81,0.0071,0.0666,21.6,22.8
ep_00000_LS,LATENCY_SPIKE,payment-service,20,1700062296,103.1,117.4,529.3,3.49,0.0179,0.0112,19.9,29.1
ep_00000_LS,LATENCY_SPIKE,payment-service,22,1700064296,92.3,79.0,500.3,10.2,0.004,0.0559,9.8,25.9
ep_00000_LS,LATENCY_SPIKE,payment-service,24,1700066296,87.6,86.8,548.0,40.0,0.015,0.0729,15.0,45.4
ep_00000_LS,LATENCY_SPIKE,payment-service,26,1700068296,90.2,90.3,508.6,6.77,0.0277,0.0173,21.2,39.6
ep_00000_LS,LATENCY_SPIKE,payment-service,28,1700070296,88.2,87.6,521.0,14.47,0.003,0.0586,17.4,41.6
ep_00000_LS,LATENCY_SPIKE,payment-service,30,1700072296,90.9,102.4,504.1,2.0,0.0016,0.0148,24.4,38.2
ep_00000_LS,LATENCY_SPIKE,payment-service,32,1700074296,92.3,99.2,530.7,12.34,0.0057,0.0254,33.7,34.1
ep_00000_LS,LATENCY_SPIKE,payment-service,34,1700076296,81.1,102.5,508.5,33.26,0.0175,0.0117,25.3,36.5
ep_00000_LS,LATENCY_SPIKE,payment-service,36,1700078296,94.0,414.1,485.4,374.75,0.0186,0.1085,13.4,45.0
ep_00000_LS,LATENCY_SPIKE,payment-service,38,1700080296,94.5,95.2,526.3,7.6,0.011,0.0217,37.1,38.0
ep_00000_LS,LATENCY_SPIKE,payment-service,40,1700082296,99.1,96.9,512.6,3.62,0.009,0.12,37.2,33.9
ep_00000_LS,LATENCY_SPIKE,payment-service,42,1700084296,90.3,103.1,531.7,2.54,0.0108,0.01,19.9,45.0
ep_00000_LS,LATENCY_SPIKE,payment-service,44,1700086296,97.4,88.8,488.5,9.05,0.0011,0.0129,32.0,33.1
ep_00000_LS,LATENCY_SPIKE,payment-service,46,1700088296,95.2,100.6,510.9,40.0,0.0138,0.0765,28.9,47.4
ep_00000_LS,LATENCY_SPIKE,payment-service,48,1700090296,101.9,104.5,529.1,37.14,0.0037,0.0143,18.3,30.7
ep_00000_LS,LATENCY_SPIKE,payment-service,50,1700092296,98.8,105.1,530.3,3.71,0.0063,0.0885,16.2,34.4
ep_00000_LS,LATENCY_SPIKE,payment-service,52,1700094296,93.4,76.4,521.1,2.0,0.0011,0.0455,14.0,25.2
ep_00000_LS,LATENCY_SPIKE,payment-service,54,1700096296,72.1,102.1,536.6,33.36,0.0044,0.0127,23.6,38.0
ep_00000_LS,LATENCY_SPIKE,payment-service,56,1700098296,89.5,89.4,506.3,19.55,0.0054,0.0395,18.2,37.0
ep_00000_LS,LATENCY_SPIKE,payment-service,58,1700100296,81.2,103.2,532.8,4.53,0.0156,0.0139,16.0,41.5
ep_00000_LS,LATENCY_SPIKE,payment-service,60,1700102296,92.0,101.6,499.0,5.16,0.0039,0.0694,19.3,36.1
ep_00000_LS,LATENCY_SPIKE,payment-service,62,1700104296,90.2,109.7,502.9,8.69,0.0026,0.12,18.0,33.7
ep_00000_LS,LATENCY_SPIKE,payment-service,64,1700106296,88.1,68.9,515.8,2.45,0.0121,0.0207,28.2,38.0
ep_00000_LS,LATENCY_SPIKE,payment-service,66,1700108296,101.2,102.0,484.9,2.0,0.0081,0.0485,15.1,36.1
ep_00000_LS,LATENCY_SPIKE,payment-service,68,1700110296,99.3,101.4,508.8,4.24,0.0071,0.0272,16.8,32.8
ep_00000_LS,LATENCY_SPIKE,payment-service,70,1700112296,79.2,89.7,507.7,3.47,0.0052,0.0325,30.6,37.9
ep_00000_LS,LATENCY_SPIKE,payment-service,72,1700114296,97.6,91.8,482.0,6.34,0.0144,0.0314,26.8,46.4
ep_00000_LS,LATENCY_SPIKE,payment-service,74,1700116296,93.5,100.5,527.8,20.59,0.0092,0.0362,19.9,42.4
ep_00000_LS,LATENCY_SPIKE,payment-service,76,1700118296,96.9,88.0,475.5,17.77,0.0052,0.0187,27.9,35.0
ep_00000_LS,LATENCY_SPIKE,payment-service,78,1700120296,86.0,96.3,540.1,2.0,0.0078,0.12,24.2,36.4
ep_00000_LS,LATENCY_SPIKE,payment-service,80,1700122296,90.7,254.3,514.7,291.59,0.0394,0.0472,22.3,34.7
ep_00000_LS,LATENCY_SPIKE,payment-service,82,1700124296,103.3,106.3,528.3,13.57,0.0043,0.0423,23.6,34.0
ep_00000_LS,LATENCY_SPIKE,payment-service,84,1700126296,78.1,93.3,503.0,25.06,0.0144,0.085,24.8,34.6
ep_00000_LS,LATENCY_SPIKE,payment-service,86,1700128296,101.4,83.4,525.7,2.28,0.0029,0.1155,16.9,26.6
ep_00000_LS,LATENCY_SPIKE,payment-service,88,1700130296,93.1,70.7,537.9,11.46,0.021,0.022,14.2,40.5
ep_00000_LS,LATENCY_SPIKE,payment-service,90,1700132296,89.8,115.5,521.2,7.54,0.0216,0.0346,23.7,33.1
ep_00000_LS,LATENCY_SPIKE,payment-service,92,1700134296,83.6,90.3,491.3,15.95,0.0055,0.0338,19.1,36.3
ep_00000_LS,LATENCY_SPIKE,payment-service,94,1700136296,80.1,102.2,547.2,24.81,0.0126,0.12,37.8,32.1
ep_00000_LS,LATENCY_SPIKE,payment-service,96,1700138296,98.0,96.9,483.5,12.37,0.0011,0.0861,27.6,37.8
ep_00000_LS,LATENCY_SPIKE,payment-service,98,1700140296,92.5,103.9,490.1,5.81,0.0029,0.0138,13.1,37.8
ep_00000_LS,LATENCY_SPIKE,payment-service,100,1700142296,100.8,78.6,505.4,2.99,0.0243,0.0638,34.0,43.1
ep_00000_LS,LATENCY_SPIKE,payment-service,102,1700144296,97.6,108.0,504.6,7.67,0.0022,0.01,19.0,32.9
ep_00000_LS,LATENCY_SPIKE,payment-service,104,1700146296,105.1,79.5,507.8,22.87,0.0169,0.0208,19.7,36.8
ep_00000_LS,LATENCY_SPIKE,payment-service,106,1700148296,91.6,99.6,516.1,8.53,0.0007,0.0226,14.5,24.9
ep_00000_LS,LATENCY_SPIKE,payment-service,108,1700150296,97.2,95.1,457.7,32.94,0.0015,0.0169,14.2,32.8
ep_00000_LS,LATENCY_SPIKE,payment-service,110,1700152296,90.5,200.0,499.3,124.74,0.0352,0.01,21.2,22.3
ep_00000_LS,LATENCY_SPIKE,payment-service,112,1700154296,84.2,100.3,520.8,21.19,0.0111,0.0739,34.1,40.8
ep_00000_LS,LATENCY_SPIKE,payment-service,114,1700156296,90.8,89.9,523.2,3.8,0.0057,0.0345,15.1,41.2
ep_00000_LS,LATENCY_SPIKE,payment-service,116,1700158296,89.0,87.6,521.0,34.75,0.012,0.0154,26.3,32.7
ep_00000_LS,LATENCY_SPIKE,payment-service,118,1700160296,90.3,389.0,528.5,297.91,0.0158,0.0123,17.8,21.7
ep_00000_LS,LATENCY_SPIKE,payment-service,120,1700162296,80.3,79.3,500.5,3.63,0.0109,0.016,17.6,32.1
ep_00000_LS,LATENCY_SPIKE,payment-service,122,1700164296,91.5,402.6,495.4,300.71,0.0237,0.01,22.7,37.1
ep_00000_LS,LATENCY_SPIKE,payment-service,124,1700166296,93.8,88.5,495.6,26.51,0.0035,0.0914,15.7,37.0
ep_00000_LS,LATENCY_SPIKE,payment-service,126,1700168296,89.2,91.1,524.7,2.0,0.0033,0.0402,24.0,29.9
ep_00000_LS,LATENCY_SPIKE,payment-service,128,1700170296,88.6,96.0,493.1,21.27,0.003,0.0853,29.5,35.4
ep_00000_LS,LATENCY_SPIKE,payment-service,130,1700172296,99.1,91.3,545.2,22.77,0.0159,0.0346,19.7,37.3
ep_00000_LS,LATENCY_SPIKE,payment-service,132,1700174296,98.4,90.5,504.7,21.79,0.0243,0.0871,17.1,40.0
ep_00000_LS,LATENCY_SPIKE,payment-service,134,1700176296,78.9,92.0,486.0,7.91,0.0256,0.0551,17.5,35.0
ep_00000_LS,LATENCY_SPIKE,payment-service,136,1700178296,89.6,90.6,493.1,4.32,0.0044,0.0318,21.0,40.7
ep_00000_LS,LATENCY_SPIKE,payment-service,138,1700180296,83.5,82.8,493.6,26.05,0.0028,0.0439,20.1,33.8
ep_00000_LS,LATENCY_SPIKE,payment-service,140,1700182296,94.9,87.6,526.3,3.17,0.0083,0.0768,17.0,34.2
ep_00000_LS,LATENCY_SPIKE,payment-service,142,1700184296,96.5,94.4,525.5,2.0,0.0114,0.0991,19.9,30.4
ep_00000_LS,LATENCY_SPIKE,payment-service,144,1700186296,98.8,91.8,508.1,21.16,0.0082,0.01,11.8,30.8
ep_00000_LS,LATENCY_SPIKE,payment-service,146,1700188296,76.5,97.0,527.3,4.86,0.0016,0.12,19.4,35.0
ep_00000_LS,LATENCY_SPIKE,payment-service,148,1700190296,89.0,95.4,519.7,9.26,0.0081,0.01,25.0,34.7
ep_00000_LS,LATENCY_SPIKE,payment-service,150,1700192296,96.4,71.0,501.4,35.49,0.0012,0.0521,11.5,32.1
ep_00000_LS,LATENCY_SPIKE,payment-service,152,1700194296,97.0,90.3,501.0,10.76,0.0011,0.01,18.8,30.9
ep_00000_LS,LATENCY_SPIKE,payment-service,154,1700196296,93.3,110.9,512.1,28.08,0.0066,0.0194,17.3,33.6
ep_00000_LS,LATENCY_SPIKE,payment-service,156,1700198296,77.2,74.3,500.6,2.0,0.0149,0.01,21.2,49.8
ep_00000_LS,LATENCY_SPIKE,payment-service,158,1700200296,92.0,114.8,519.9,11.66,0.015,0.01,16.3,31.6
ep_00000_LS,LATENCY_SPIKE,payment-service,160,1700202296,92.5,207.3,505.8,132.21,0.0514,0.0553,24.4,48.4
ep_00000_LS,LATENCY_SPIKE,payment-service,162,1700204296,106.3,79.8,491.2,40.0,0.0035,0.0694,15.7,37.1
ep_00000_LS,LATENCY_SPIKE,payment-service,164,1700206296,83.9,115.2,507.5,7.48,0.0091,0.12,14.1,38.7
ep_00000_LS,LATENCY_SPIKE,payment-service,166,1700208296,97.9,91.1,525.9,9.53,0.0109,0.0411,21.6,31.1
ep_00000_LS,LATENCY_SPIKE,payment-service,168,1700210296,87.7,99.6,500.7,28.12,0.0272,0.0279,32.8,30.9
ep_00000_LS,LATENCY_SPIKE,payment-service,170,1700212296,84.0,80.9,483.3,2.0,0.0017,0.0317,13.6,44.2
ep_00000_LS,LATENCY_SPIKE,payment-service,172,1700214296,89.7,88.9,563.5,2.31,0.0089,0.12,25.0,38.9
ep_00000_LS,LATENCY_SPIKE,payment-service,174,1700216296,88.0,101.9,475.4,2.0,0.0034,0.01,18.4,35.5
